id,Ãû×Ö,Ä£ÐÍid,Í·ÏñID,¹¥»÷ÀàÐÍ,µÈ¼¶,ÉúÃüÖµ,ÒÆ¶¯ËÙ¶È,¹¥»÷·¶Î§,Îï¹¥,·¨¹¥,ÎïÀí·ÀÓù,·¨Êõ·ÀÓù,ÃüÖÐ,¶ãÉÁ,±©»÷,¿¹±©,¼¼ÄÜ1,¼¼ÄÜ1µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ1µÄÊ©·¨Ê±¼ä,¼¼ÄÜ2,¼¼ÄÜ2µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ2µÄÊ©·¨Ê±¼ä,¼¼ÄÜ3,¼¼ÄÜ3µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ3µÄÊ©·¨Ê±¼ä,¼¼ÄÜ4,¼¼ÄÜ4µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ4µÄÊ©·¨Ê±¼ä,É¾³ý
6036,Õ¨µ¯,3026,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6037,À×»ð,3026,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6038,¶ñ°Ô,3026,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6039,¼ÀÊ¦,1637,13,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,710002,10000,1500,,,,,,,,,,É¾³ý
6040,±¬ÁÑÇò,882,429,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6041,ÈÛÑÒ¾ÞÊÞ,2414,714,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,873269,10000,1500,,,,,,,,,,É¾³ý
6042,´ó×ì,2412,716,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6043,Ïô¹þ¹þ,2411,715,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6044,µØ´Ì,722,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6045,½ðÁéÖé,2441,535,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6046,Ä¾ÁéÖé,2442,535,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6047,»ðÁéÖé,2443,535,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6048,Ë®ÁéÖé,2444,535,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6049,ÍÁÁéÖé,2445,535,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6050,¼Ó¹¥·û,93,260,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6051,ÎïÀíÎüÊÕ·û,91,258,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6052,·¨ÊõÎüÊÕ·û,92,259,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6053,ÉúÃü·û,618,271,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6054,·ÖÁÑ¹Ö,3026,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6055,×Ô±¬¹Ö,3026,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6056,¸ß¹¥¹Ö,3026,99,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6057,À×±©,722,128,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6058,½ð¡¤Í·Ä¿,1558,325,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873277,10000,1500,,,,,,,,,,É¾³ý
6059,»ð¡¤Í·Ä¿,1413,31,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873278,10000,1500,,,,,,,,,,É¾³ý
6060,Ë®¡¤Í·Ä¿,1300,61,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873280,10000,1500,,,,,,,,,,É¾³ý
6061,Ä¾¡¤Í·Ä¿,191,94,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873281,10000,1500,,,,,,,,,,É¾³ý
6062,ÍÁ¡¤Í·Ä¿,2311,465,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873279,10000,1500,,,,,,,,,,É¾³ý
6063,¶ñÈË¡¤½ð,1536,325,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873277,10000,1500,,,,,,,,,,É¾³ý
6064,¶ñÈË¡¤»ð,1351,31,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873278,10000,1500,,,,,,,,,,É¾³ý
6065,¶ñÈË¡¤Ë®,216,61,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873280,10000,1500,,,,,,,,,,É¾³ý
6066,¶ñÈË¡¤Ä¾,1380,94,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873281,10000,1500,,,,,,,,,,É¾³ý
6067,¶ñÈË¡¤ÍÁ,1396,465,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873279,10000,1500,,,,,,,,,,É¾³ý
6068,¶Ä¹íµÄÍ­Ïä,1585,340,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6069,°²ÄÝµÄÍ­Ïä,1585,340,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6070,ÈÛÑÒÍ­Ïä,1585,340,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6071,´ó×ìµÄÍ­Ïä,1585,340,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6072,Ïô¹þ¹þµÄÍ­Ïä,1585,340,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6081,¶ñÈË¡¤½ð,1564,325,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873277,10000,1500,,,,,,,,,,É¾³ý
6082,¶ñÈË¡¤»ð,1351,31,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873278,10000,1500,,,,,,,,,,É¾³ý
6083,¶ñÈË¡¤Ë®,216,61,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873280,10000,1500,,,,,,,,,,É¾³ý
6084,¶ñÈË¡¤Ä¾,1380,94,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873281,10000,1500,,,,,,,,,,É¾³ý
6085,¶ñÈË¡¤ÍÁ,1396,465,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873279,10000,1500,,,,,,,,,,É¾³ý
6086,½ð¡¤Í·Ä¿,1558,325,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873277,10000,1500,,,,,,,,,,É¾³ý
6087,»ð¡¤Í·Ä¿,1413,31,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873278,10000,1500,,,,,,,,,,É¾³ý
6088,Ë®¡¤Í·Ä¿,1300,61,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873280,10000,1500,,,,,,,,,,É¾³ý
6089,Ä¾¡¤Í·Ä¿,191,94,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873281,10000,1500,,,,,,,,,,É¾³ý
6090,ÍÁ¡¤Í·Ä¿,2311,465,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,873279,10000,1500,,,,,,,,,,É¾³ý
6091,ÃÔÊ§ÎäÊ¿,2001,486,0,100,11526,40000,,5139,5139,4589,4359,3860,2375,,,873283,10000,1500,,,,,,,,,,É¾³ý
6092,±¬ÁÑÇò,882,429,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6093,ÐùÔ¯ËÄ¹â,2413,724,0,100,690407,9000,,7708,7708,5506,5230,5790,2375,,,873265,9000,3000,873266,1000,3000,,,,,,,É¾³ý
6094,°²ÄÝ,2410,717,0,100,690407,9000,,7708,7708,5506,5230,5790,2375,,,873276,10000,1500,,,,,,,,,,É¾³ý
6095,ÁÒÑæÕ½ÐÜ,2416,713,0,100,690407,9000,,7708,7708,5506,5230,5790,2375,,,873267,9000,2000,873268,1000,2000,,,,,,,É¾³ý
6096,Õ¨µ¯,3026,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6097,À×»ð,3026,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6098,¶ñ°Ô,3026,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6099,¼ÀÊ¦,1637,13,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,710002,10000,1500,,,,,,,,,,É¾³ý
6100,±¬ÁÑÇò,882,429,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6101,ÈÛÑÒ¾ÞÊÞ,2414,714,0,100,690407,9000,,7708,7708,5506,5230,5790,2375,,,873269,10000,1500,,,,,,,,,,É¾³ý
6102,´ó×ì,2412,716,0,100,690407,9000,,7708,7708,5506,5230,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6103,Ïô¹þ¹þ,2411,715,0,100,690407,9000,,7708,7708,5506,5230,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6104,µØ´Ì,722,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6105,½ðÁéÖé,2441,535,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6106,Ä¾ÁéÖé,2442,535,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6107,»ðÁéÖé,2443,535,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6108,Ë®ÁéÖé,2444,535,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6109,ÍÁÁéÖé,2445,535,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6110,¼Ó¹¥·û,93,260,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6111,ÎïÀíÎüÊÕ·û,91,258,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6112,·¨ÊõÎüÊÕ·û,92,259,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6113,ÉúÃü·û,618,271,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6114,·ÖÁÑ¹Ö,3026,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6115,×Ô±¬¹Ö,3026,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6116,¸ß¹¥¹Ö,3026,99,0,100,11526,21500,,5139,5139,4589,4359,3860,2375,,,,10000,1500,,,,,,,,,,É¾³ý
6117,À×±©,722,128,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6118,½ð¡¤Í·Ä¿,1558,325,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873277,10000,1500,,,,,,,,,,É¾³ý
6119,»ð¡¤Í·Ä¿,1413,31,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873278,10000,1500,,,,,,,,,,É¾³ý
6120,Ë®¡¤Í·Ä¿,1300,61,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873280,10000,1500,,,,,,,,,,É¾³ý
6121,Ä¾¡¤Í·Ä¿,191,94,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873281,10000,1500,,,,,,,,,,É¾³ý
6122,ÍÁ¡¤Í·Ä¿,2311,465,0,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,873279,10000,1500,,,,,,,,,,É¾³ý
6123,¶ñÈË¡¤½ð,1536,325,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873277,10000,1500,,,,,,,,,,É¾³ý
6124,¶ñÈË¡¤»ð,1351,31,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873278,10000,1500,,,,,,,,,,É¾³ý
6125,¶ñÈË¡¤Ë®,216,61,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873280,10000,1500,,,,,,,,,,É¾³ý
6126,¶ñÈË¡¤Ä¾,1380,94,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873281,10000,1500,,,,,,,,,,É¾³ý
6127,¶ñÈË¡¤ÍÁ,1396,465,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,873279,10000,1500,,,,,,,,,,É¾³ý
6128,¶Ä¹íµÄ½ðÏä,1917,341,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6129,°²ÄÝµÄ½ðÏä,1917,341,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6130,ÈÛÑÒ½ðÏä,1917,341,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6131,´ó×ìµÄ½ðÏä,1917,341,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6132,Ïô¹þ¹þµÄ½ðÏä,1917,341,1,100,90596,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6201,½ðÖé°ü×Ó,2274,712,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6202,×ÏÓñ°ü×Ó,2273,710,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6203,Ó°,2217,673,0,40,27489,10875,,786,786,451,428,557,226,,,873133,10000,1500,,,,,,,,,,É¾³ý
6204,Ï²´ä°ü×Ó,2275,711,0,40,2843,10875,,565,621,405,496,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6205,×ÏÓñ°ü×Ó,2273,710,0,40,459,10875,,472,518,338,413,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6206,½ðÖé°ü×Ó,2274,712,0,40,2843,10875,,565,621,405,496,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6207,Ï²´ä°ü×Ó,2275,711,0,40,2843,10875,,565,621,405,496,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6208,×ÏÓñ°ü×Ó,2273,710,0,40,459,10875,,472,518,338,413,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6209,½ðÖé°ü×Ó,2274,712,0,40,2843,10875,,565,621,405,496,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6210,Ó°,2217,673,0,40,27489,10875,,786,786,451,428,557,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
6211,°×¹â£¨²»¿É´©£©,2391,70,1,1,18,11875,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
6212,°×¹â£¨²»¿É´©£©,2391,70,1,1,18,11875,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
6213,Ì´Ä¾±¦Ïä,118,145,1,100,75497,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6214,Çà°ü×Ó±¦Ïä,2408,339,1,100,75497,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6215,×Ï°ü×Ó±¦Ïä,2407,338,1,100,75497,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6216,½ð°ü×Ó±¦Ïä,2283,341,1,100,75497,13333,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6217,ÒþÐÎ¹Ö,722,27,1,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6231,Ð¡°×ÍÃ,2214,670,2,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6232,¹¬Áé,2341,505,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6233,¾ÅÌìÊ÷ÈË,579,76,0,100,40740,21500,,6208,6208,5001,4750,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6234,¾ÅÌìÊ÷Ñý,1659,79,0,100,40740,21500,,6208,6208,5001,4750,3860,2375,,,710002,10000,1500,,,,,,,,,,É¾³ý
6235,¾ÅÌìÊ÷Áé,1662,401,0,100,40740,21500,,6208,6208,5001,4750,3860,2375,,,701002,8000,1500,701048,2000,1500,,,,,,,É¾³ý
6236,¾ÅÌìÊ÷Î×,1660,78,0,100,40740,21500,,6208,6208,5001,4750,3860,2375,,,710002,8000,1500,701049,2000,1500,,,,,,,É¾³ý
6237,¾ÅÌìÎ×ÑýÍõ,1262,80,0,100,835532,21500,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6238,,2400,655,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6239,¾ÅÌìÁé¹¬,2405,670,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6240,ÒþÐÎ¹Ö,722,27,1,100,13949,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6241,°×¹â£¨²»¿É´©£©,2391,70,1,1,18,11875,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
6242,°×¹â£¨²»¿É´©£©,2406,70,1,1,18,11875,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
6301,ì«·ç,1503,335,1,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6302,º«ÇÜ»¢,975,484,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,873082,8000,1500,873055,500,1500,873084,500,1500,873120,1000,1500,É¾³ý
6303,ËÎÀÏÉú,1551,485,0,100,626649,9000,,8098,8907,5143,6286,5790,2375,,,873123,7000,1500,873043,2000,1500,873121,1000,1500,,,,É¾³ý
6304,¸ßÃô,1531,327,0,100,626649,9000,,8098,8907,5143,6286,5790,2375,,,873086,8500,1500,873120,1500,1500,,,,,,,É¾³ý
6305,Öì¹ó¶ù,1534,329,0,100,626649,9000,,8098,8907,5143,6286,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6306,±ù¿é,1570,337,0,100,10,21500,,5399,5399,4763,4524,3860,1,,,0,10000,1500,,,,,,,,,,É¾³ý
6307,±ù¿é,1570,337,0,100,10,21500,,5399,5399,4763,4524,3860,1,,,0,10000,1500,,,,,,,,,,É¾³ý
6308,Ïòµ¾,967,392,1,100,75497,10000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6309,·çÖ®Öù,1522,335,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6310,±ù¶³ÏÝÚå,1528,505,1,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6311,·çÖ®ÑÛ,1525,335,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6312,·çÖ®ÑÛ,1525,335,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6313,ÌÆ¾üÊ¿±ø,529,356,1,100,90596,10000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6314,ÌÆ¾üÊ¿±ø,528,357,1,100,90596,10000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6315,ÌÆ¾üÊ¿±ø,527,358,1,100,90596,10000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6316,Ëå±øÊ¿±ø,1553,477,1,100,13949,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6317,Ëå±øÊ¿±ø,981,478,1,100,13949,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6318,Ëå±øÊ¿±ø,982,479,1,100,12553,21500,,5399,5938,4286,5239,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6319,Ëå±øÊ¿±ø,1553,477,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6320,Ð¡¾«Áé,2243,82,1,100,90596,9000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6331,µ¥ÐÛÐÅ,1555,328,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,873115,8500,1500,873120,1500,1500,,,,,,,É¾³ý
6332,É½Õ¯ÎÀ±ø,1507,498,0,100,40740,8000,,6208,6208,5001,4750,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6333,Íõ²®µ±,1556,332,0,100,626649,9000,,8098,8907,5143,6286,5790,2375,,,873047,8500,1500,873046,1500,1500,,,,,,,É¾³ý
6334,±¬ÁÑ»ðÇò,722,0,1,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6335,³ÌÒ§½ð,1506,476,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,873115,7000,1500,873049,1500,1500,873120,1500,1500,,,,É¾³ý
6336,³Ì¼Ò¾ü,974,482,0,100,40740,21500,,6208,6208,5001,4750,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6337,ÐìÃ¯¹«,1557,334,0,100,626649,9000,,8098,8907,5143,6286,5790,2375,,,873119,8500,1500,873121,1500,1500,,,,,,,É¾³ý
6338,·û±ø¡¤±¬,1590,498,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6339,·û±ø¡¤¶áÃü,1589,458,0,100,40740,16666,,6208,6208,5001,4750,3860,2375,,,873113,10000,1500,,,,,,,,,,É¾³ý
6340,µÔÈÃ,1558,325,0,100,696277,8000,,8098,8098,5715,5429,5790,2375,,,873115,8500,1500,873120,1500,1500,,,,,,,É¾³ý
6341,·çÀ×Õó,722,498,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6342,»¨,1545,498,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6343,Ð¡¾«Áé,2243,82,1,100,90596,9000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6401,Èç»¨,3034,905,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6402,ÈçÔÂ,2434,605,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6403,ÈçÑ©,2435,605,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6404,ÈçÐÂ,2436,605,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6405,ÈçÃÎ,2437,605,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6406,Èç¹û,1226,605,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6451,ÁìµØÖ´ÊÂ,57,632,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6452,½ÓËÍÊ¹,2298,686,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6453,ÉñÃØÈË,641,387,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6454,ÕÔÔÆ,2451,722,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6455,Öî¸ðÁÁ,2452,723,1,100,90596,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
6456,´Ó¾üÒ½Ê¦,2390,98,0,100,696277,16666,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6457,Ð¡¼áÇ¿,599,387,0,100,696277,21500,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6458,Òø¼×½«,2421,639,0,100,696277,13333,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6459,½ð¼×½«,2422,640,0,100,696277,13333,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6460,ºìÒÂÊõÊ¿,1602,334,0,100,696277,13333,,8098,8098,5715,5429,5790,2375,,,873119,10000,1500,,,,,,,,,,É¾³ý
6461,ÏÈ·æ¾ÞÈ®,2438,676,0,100,696277,13333,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6462,ÏÈ·æ±ø,981,478,0,100,40740,13333,,6208,6208,5001,4750,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6463,ÏÈ·æ¹­ÊÖ,982,479,0,100,40740,13333,,6208,6208,5001,4750,3860,2375,,,706014,10000,1500,,,,,,,,,,É¾³ý
6464,¾üÇ¹±ø,1507,498,0,100,40740,13333,,6208,6208,5001,4750,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6465,¾ü¸«ÊÖ,1553,477,0,100,40740,13333,,6208,6208,5001,4750,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6466,¾üåó±ø,983,480,0,100,40740,13333,,6208,6208,5001,4750,3860,2375,,,706014,10000,1500,,,,,,,,,,É¾³ý
6467,¾ü½«Áì,2420,392,0,100,696277,13333,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
6468,æôÆï½«¾ü,1527,484,0,100,696277,13333,,8098,8098,5715,5429,5790,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
